source_package,source_version,component,upstream_field,family,decision,relationship,representative,rationale,source_url,inventory_position,schema,schema_position
textdescriptives,2.8.4,pos_proportions,pos_prop_SCONJ,pos_composition,retained,frozen v1,pos_prop_sconj,Count token.pos_ == SCONJ divided by len(doc); denominator includes punctuation and whitespace,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/pos_proportions.html,14,writing_features_v2,14
textdescriptives,2.8.4,dependency_distance,dependency_distance_mean,dependency_characteristics,retained,frozen v1,dependency_distance_mean,For each token distance=0 at ROOT else abs(token.head.i-token.i); include all tokens including ROOT and punctuation; mean across sentence mean distances; sentences weighted equally,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/dependency_distance.html,15,writing_features_v2,15
textdescriptives,2.8.4,dependency_distance,dependency_distance_std,dependency_characteristics,retained,frozen v1,dependency_distance_std,For each token distance=0 at ROOT else abs(token.head.i-token.i); include all tokens including ROOT and punctuation; population SD (ddof=0) across sentence mean distances; sentences weighted equally,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/dependency_distance.html,16,writing_features_v2,16
textdescriptives,2.8.4,dependency_distance,prop_adjacent_dependency_relation_mean,dependency_characteristics,retained,frozen v1,prop_adjacent_dependency_relation_mean,For each token distance=0 at ROOT else abs(token.head.i-token.i); include all tokens including ROOT and punctuation; mean across sentences of proportion of tokens with distance==1,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/dependency_distance.html,17,writing_features_v2,17
textdescriptives,2.8.4,information_theory,entropy,information_theory,retained_derived,frozen v1,upstream_entropy_per_token,doc._.entropy / len(doc) = -sum(exp(token.prob)*token.prob for token in doc) / len(doc); all spaCy tokens; no additional log-base conversion,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/information_theory.html,18,writing_features_v2,18
textdescriptives,2.8.4,coherence,first_order_coherence,semantic_coherence,retained,frozen v1,first_order_coherence,"Mean of sentence.similarity(next_sentence) across adjacent doc.sents, using upstream nanmean for multiple pairs; retain upstream zero-vector behavior",https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/coherence.html,19,writing_features_v2,19
textstat,0.7.13,metrics,dale_chall_readability_score,readability,retained,frozen v1,dale_chall_readability_score,Let D = 100 * difficult word occurrences / word count; score = 0.1579*D + 0.0496*words_per_sentence + correction; correction=3.6365 if D>5 else 0; difficult threshold=0; textstat tokenization and easy-word list; inflections and proper names receive no special exemption,https://pypi.org/project/textstat/0.7.13/,20,writing_features_v2,20
textdescriptives,2.8.4,descriptive_stats,n_unique_tokens,length_productivity,excluded,algebraic,n_tokens;proportion_unique_tokens,Product of the retained count and type-token ratio when count > 0; 0 for no filtered tokens,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/descriptive_stats.html,21,writing_features_v2,not retained
textdescriptives,2.8.4,descriptive_stats,n_characters,length_productivity,retained,eligible scalar; conceptual overlap allowed,n_characters,"len(doc.text.replace(' ', '')); removes literal ASCII spaces only; tabs and newlines remain",https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/descriptive_stats.html,22,writing_features_v2,21
textdescriptives,2.8.4,descriptive_stats,n_sentences,length_productivity,excluded,algebraic conditional,n_tokens;sentence_length_mean,"For nonempty parsed documents, filtered token count divided by mean sentence length recovers sentence count except zero-length cases",https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/descriptive_stats.html,23,writing_features_v2,not retained
textdescriptives,2.8.4,descriptive_stats,token_length_median,lexical_surface_complexity,retained,eligible scalar; conceptual overlap allowed,token_length_median,F = spaCy tokens with is_punct false and no ASCII apostrophe anywhere in token.text; whitespace tokens remain; median of len(token),https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/descriptive_stats.html,24,writing_features_v2,22
textdescriptives,2.8.4,descriptive_stats,sentence_length_median,sentence_syntactic_complexity,retained,eligible scalar; conceptual overlap allowed,sentence_length_median,F = spaCy tokens with is_punct false and no ASCII apostrophe anywhere in token.text; whitespace tokens remain; median of len(F within sentence) across doc.sents,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/descriptive_stats.html,25,writing_features_v2,23
textdescriptives,2.8.4,descriptive_stats,syllables_per_token_mean,lexical_surface_complexity,retained,eligible scalar; conceptual overlap allowed,syllables_per_token_mean,"F = spaCy tokens with is_punct false and no ASCII apostrophe anywhere in token.text; whitespace tokens remain; mean of max(1, Pyphen(lang=doc.lang_).inserted(token.lower_).count(hyphen) + 1); includes existing hyphens; English en dictionary (en_GB fallback)",https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/descriptive_stats.html,26,writing_features_v2,24
textdescriptives,2.8.4,descriptive_stats,syllables_per_token_median,lexical_surface_complexity,retained,eligible scalar; conceptual overlap allowed,syllables_per_token_median,"F = spaCy tokens with is_punct false and no ASCII apostrophe anywhere in token.text; whitespace tokens remain; median of max(1, Pyphen(lang=doc.lang_).inserted(token.lower_).count(hyphen) + 1); includes existing hyphens; English en dictionary (en_GB fallback)",https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/descriptive_stats.html,27,writing_features_v2,25
textdescriptives,2.8.4,descriptive_stats,syllables_per_token_std,lexical_surface_complexity,retained,eligible scalar; conceptual overlap allowed,syllables_per_token_std,"F = spaCy tokens with is_punct false and no ASCII apostrophe anywhere in token.text; whitespace tokens remain; population SD (ddof=0) of max(1, Pyphen(lang=doc.lang_).inserted(token.lower_).count(hyphen) + 1); includes existing hyphens; English en dictionary (en_GB fallback)",https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/descriptive_stats.html,28,writing_features_v2,26
textdescriptives,2.8.4,pos_proportions,pos_prop_AUX,pos_composition,retained,eligible scalar; conceptual overlap allowed,pos_prop_aux,Count token.pos_ == AUX divided by len(doc); denominator includes punctuation and whitespace,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/pos_proportions.html,29,writing_features_v2,27
textdescriptives,2.8.4,pos_proportions,pos_prop_DET,pos_composition,retained,eligible scalar; conceptual overlap allowed,pos_prop_det,Count token.pos_ == DET divided by len(doc); denominator includes punctuation and whitespace,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/pos_proportions.html,30,writing_features_v2,28
textdescriptives,2.8.4,pos_proportions,pos_prop_INTJ,pos_composition,excluded,prompt/topic/format/annotation diagnostic,none: intentionally omitted,Interjections are strongly genre-dependent,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/pos_proportions.html,31,writing_features_v2,not retained
textdescriptives,2.8.4,pos_proportions,pos_prop_NUM,pos_composition,excluded,prompt/topic/format/annotation diagnostic,none: intentionally omitted,Numerals are strongly prompt/topic-dependent,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/pos_proportions.html,32,writing_features_v2,not retained
textdescriptives,2.8.4,pos_proportions,pos_prop_PART,pos_composition,retained,eligible scalar; conceptual overlap allowed,pos_prop_part,Count token.pos_ == PART divided by len(doc); denominator includes punctuation and whitespace,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/pos_proportions.html,33,writing_features_v2,29
textdescriptives,2.8.4,pos_proportions,pos_prop_PROPN,pos_composition,excluded,prompt/topic/format/annotation diagnostic,pos_prop_noun,Proper names are strongly prompt/topic-dependent; retain common nouns separately,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/pos_proportions.html,34,writing_features_v2,not retained
textdescriptives,2.8.4,pos_proportions,pos_prop_PUNCT,pos_composition,excluded,prompt/topic/format/annotation diagnostic,none: intentionally omitted,Punctuation composition is partly a formatting/tokenization diagnostic,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/pos_proportions.html,35,writing_features_v2,not retained
textdescriptives,2.8.4,pos_proportions,pos_prop_SYM,pos_composition,excluded,prompt/topic/format/annotation diagnostic,none: intentionally omitted,Symbols are strongly topic/format-dependent,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/pos_proportions.html,36,writing_features_v2,not retained
textdescriptives,2.8.4,pos_proportions,pos_prop_X,pos_composition,excluded,prompt/topic/format/annotation diagnostic,none: intentionally omitted,Unclassified tokens primarily diagnose annotation/input conditions,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/pos_proportions.html,37,writing_features_v2,not retained
textdescriptives,2.8.4,pos_proportions,token.tag_ proportions (use_pos=False),pos_composition,excluded,alternative configuration,retained coarse POS proportions,Fine-grained model-specific tags split the retained grammatical categories and increase dimensionality,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/pos_proportions.html,38,writing_features_v2,not retained
textdescriptives,2.8.4,dependency_distance,prop_adjacent_dependency_relation_std,dependency_characteristics,retained,eligible scalar; conceptual overlap allowed,prop_adjacent_dependency_relation_std,For each token distance=0 at ROOT else abs(token.head.i-token.i); population SD (ddof=0) across sentence proportions with distance==1; all tokens included; equal sentence weights,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/dependency_distance.html,39,writing_features_v2,30
textdescriptives,2.8.4,information_theory,perplexity,information_theory,excluded,inherited entropy transform exclusion,upstream_entropy_per_token,"exp(total upstream entropy) is an algebraic restatement and retains length dependence; inherited transform exclusion uses all-token denominator len(doc), NOT filtered n_tokens; not an unconditional function of normalized entropy alone",https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/information_theory.html,40,writing_features_v2,not retained
textdescriptives,2.8.4,information_theory,per_word_perplexity,information_theory,excluded,inherited entropy transform exclusion,upstream_entropy_per_token,"exp(total upstream entropy)/len(doc) divides after exponentiation; it does not normalize the additive contribution; inherited transform exclusion uses all-token denominator len(doc), NOT filtered n_tokens; not an unconditional function of normalized entropy alone",https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/information_theory.html,41,writing_features_v2,not retained
textdescriptives,2.8.4,coherence,second_order_coherence,semantic_coherence,retained,eligible scalar; conceptual overlap allowed,second_order_coherence,Mean of sentence.similarity(sentence two positions later) across doc.sents; upstream nanmean for multiple pairs; static sentence vectors,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/coherence.html,42,writing_features_v2,31
textdescriptives,2.8.4,readability,flesch_reading_ease,readability,excluded,algebraic conditional,sentence_length_mean;syllables_per_token_mean,206.835 - 1.015*A - 84.6*S; retain upstream NA branches; A=sentence_length_mean; S=syllables_per_token_mean,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/readability.html,43,writing_features_v2,not retained
textdescriptives,2.8.4,readability,flesch_kincaid_grade,readability,excluded,algebraic conditional,sentence_length_mean;syllables_per_token_mean,0.39*A + 11.8*S - 15.59; retain upstream NA branches; A=sentence_length_mean; S=syllables_per_token_mean,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/readability.html,44,writing_features_v2,not retained
textdescriptives,2.8.4,readability,smog,readability,excluded,algebraic conditional,gunning_fog;sentence_length_mean,1.043*sqrt(0.3*A*(gunning_fog/0.4-A)) + 3.1291 where >=3 sentences and n_tokens>0; Fog has wider domain; A=sentence_length_mean; S=syllables_per_token_mean,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/readability.html,45,writing_features_v2,not retained
textdescriptives,2.8.4,readability,gunning_fog,readability,retained,eligible scalar; conceptual overlap allowed,gunning_fog,F = spaCy tokens with is_punct false and no ASCII apostrophe anywhere in token.text; whitespace tokens remain; 0.4 * (sentence_length_mean + 100 * count(F with Pyphen syllables >= 3) / n_tokens),https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/readability.html,46,writing_features_v2,32
textdescriptives,2.8.4,readability,automated_readability_index,readability,excluded,algebraic conditional,token_length_mean;sentence_length_mean,4.71*token_length_mean + 0.5*A - 21.43; A=sentence_length_mean; S=syllables_per_token_mean,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/readability.html,47,writing_features_v2,not retained
textdescriptives,2.8.4,readability,coleman_liau_index,readability,excluded,algebraic conditional,token_length_mean;sentence_length_mean,5.88*token_length_mean - 29.6/A - 15.8 when n_tokens>0; A=sentence_length_mean; S=syllables_per_token_mean,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/readability.html,48,writing_features_v2,not retained
textdescriptives,2.8.4,readability,lix,readability,retained,eligible scalar; conceptual overlap allowed,lix,F = spaCy tokens with is_punct false and no ASCII apostrophe anywhere in token.text; whitespace tokens remain; sentence_length_mean + 100 * count(F with len(token) > 6) / n_tokens,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/readability.html,49,writing_features_v2,33
textdescriptives,2.8.4,readability,rix,readability,excluded,algebraic conditional,lix;sentence_length_mean,(lix-A)*A/100; A=sentence_length_mean; LIX precedes RIX in inventory; A=sentence_length_mean; S=syllables_per_token_mean,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/readability.html,50,writing_features_v2,not retained
textdescriptives,2.8.4,quality,n_stop_words,quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,51,writing_features_v2,not retained
textdescriptives,2.8.4,quality,alpha_ratio,quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,52,writing_features_v2,not retained
textdescriptives,2.8.4,quality,mean_word_length,quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,53,writing_features_v2,not retained
textdescriptives,2.8.4,quality,doc_length,quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,54,writing_features_v2,not retained
textdescriptives,2.8.4,quality,proportion_ellipsis,quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,55,writing_features_v2,not retained
textdescriptives,2.8.4,quality,proportion_bullet_points,quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,56,writing_features_v2,not retained
textdescriptives,2.8.4,quality,duplicate_line_chr_fraction,quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,57,writing_features_v2,not retained
textdescriptives,2.8.4,quality,duplicate_paragraph_chr_fraction,quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,58,writing_features_v2,not retained
textdescriptives,2.8.4,quality,oov_ratio,quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,59,writing_features_v2,not retained
textdescriptives,2.8.4,quality,contains[lorem ipsum],quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,60,writing_features_v2,not retained
textdescriptives,2.8.4,quality,symbol_to_word_ratio[#],quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,61,writing_features_v2,not retained
textdescriptives,2.8.4,quality,passed_quality_check,quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,62,writing_features_v2,not retained
textdescriptives,2.8.4,quality,top_ngram_chr_fraction[2],quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,63,writing_features_v2,not retained
textdescriptives,2.8.4,quality,top_ngram_chr_fraction[3],quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,64,writing_features_v2,not retained
textdescriptives,2.8.4,quality,top_ngram_chr_fraction[4],quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,65,writing_features_v2,not retained
textdescriptives,2.8.4,quality,duplicate_ngram_chr_fraction[5],quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,66,writing_features_v2,not retained
textdescriptives,2.8.4,quality,duplicate_ngram_chr_fraction[6],quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,67,writing_features_v2,not retained
textdescriptives,2.8.4,quality,duplicate_ngram_chr_fraction[7],quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,68,writing_features_v2,not retained
textdescriptives,2.8.4,quality,duplicate_ngram_chr_fraction[8],quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,69,writing_features_v2,not retained
textdescriptives,2.8.4,quality,duplicate_ngram_chr_fraction[9],quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,70,writing_features_v2,not retained
textdescriptives,2.8.4,quality,duplicate_ngram_chr_fraction[10],quality_filtering,excluded,quality filtering excluded,none: outside v2 scope,Corpus/web quality filtering or format heuristic; excluded by issue 259 independently of correlations,https://hlasse.github.io/TextDescriptives/_modules/textdescriptives/components/quality.html,71,writing_features_v2,not retained
textstat,0.7.13,public API,char_count,length_productivity,retained,eligible scalar; conceptual overlap allowed,textstat_char_count,"len(re.sub(r'\s', '', text)); remove all regex whitespace; retain punctuation",https://pypi.org/project/textstat/0.7.13/,72,writing_features_v2,34
textstat,0.7.13,public API,letter_count,lexical_surface_complexity,retained,eligible scalar; conceptual overlap allowed,textstat_letter_count,Remove regex whitespace then upstream punctuation with rm_apostrophe=True; count remaining characters (includes digits; not Unicode alphabetic count),https://pypi.org/project/textstat/0.7.13/,73,writing_features_v2,35
textstat,0.7.13,public API,remove_punctuation,utility,excluded,non-scalar or utility,none: not a document scalar,"Transformation, list or word-level predicate; excluded by scalar document contract",https://pypi.org/project/textstat/0.7.13/,74,writing_features_v2,not retained
textstat,0.7.13,public API,lexicon_count,length_productivity,retained,eligible scalar; conceptual overlap allowed,textstat_lexicon_count,Count upstream list_words after punctuation removal; whitespace splitting; retain contraction apostrophes; remove hyphens without splitting,https://pypi.org/project/textstat/0.7.13/,75,writing_features_v2,36
textstat,0.7.13,public API,miniword_count,lexical_surface_complexity,retained,eligible scalar; conceptual overlap allowed,textstat_miniword_count,Count list_words with rm_apostrophe=True and len(word) <= 3,https://pypi.org/project/textstat/0.7.13/,76,writing_features_v2,37
textstat,0.7.13,public API,syllable_count,lexical_surface_complexity,retained,eligible scalar; conceptual overlap allowed,textstat_syllable_count,Sum English CMUdict first-pronunciation vowel counts; fallback 1 + len(Pyphen.positions(word)); lowercased upstream list_words,https://pypi.org/project/textstat/0.7.13/,77,writing_features_v2,38
textstat,0.7.13,public API,sentence_count,sentence_syntactic_complexity,retained,eligible scalar; conceptual overlap allowed,textstat_sentence_count,"0 for empty string; otherwise max(1, count(regex segments r'\b[^.!?]+[.!?]*') - count(segments with <=2 upstream words))",https://pypi.org/project/textstat/0.7.13/,78,writing_features_v2,39
textstat,0.7.13,public API,avg_sentence_length,sentence_syntactic_complexity,excluded,algebraic conditional,textstat_lexicon_count;textstat_sentence_count,"W/N, zero when N=0; exact alias of words_per_sentence; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count",https://pypi.org/project/textstat/0.7.13/,79,writing_features_v2,not retained
textstat,0.7.13,public API,avg_syllables_per_word,lexical_surface_complexity,excluded,algebraic conditional,textstat_syllable_count;textstat_lexicon_count,"S/W, zero when W=0; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count",https://pypi.org/project/textstat/0.7.13/,80,writing_features_v2,not retained
textstat,0.7.13,public API,avg_character_per_word,lexical_surface_complexity,excluded,algebraic conditional,textstat_char_count;textstat_lexicon_count,"C/W only when punctuation-preserving word count equals W; upstream denominator uses count_words(rm_punctuation=False), so punctuation-only segments break equivalence; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count",https://pypi.org/project/textstat/0.7.13/,81,writing_features_v2,not retained
textstat,0.7.13,public API,avg_letter_per_word,lexical_surface_complexity,excluded,algebraic conditional,textstat_letter_count;textstat_lexicon_count,"L/W, zero when W=0; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count",https://pypi.org/project/textstat/0.7.13/,82,writing_features_v2,not retained
textstat,0.7.13,public API,avg_sentence_per_word,sentence_syntactic_complexity,excluded,algebraic conditional,textstat_lexicon_count;textstat_sentence_count,"N/W, zero when W=0; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count",https://pypi.org/project/textstat/0.7.13/,83,writing_features_v2,not retained
textstat,0.7.13,public API,words_per_sentence,sentence_syntactic_complexity,excluded,algebraic conditional,textstat_lexicon_count;textstat_sentence_count,"W/N, zero when N=0; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count",https://pypi.org/project/textstat/0.7.13/,84,writing_features_v2,not retained
textstat,0.7.13,public API,count_complex_arabic_words,non_english,excluded,outside language scope,none: outside English inventory,Non-English measure; outside the English v2 contract,https://pypi.org/project/textstat/0.7.13/,85,writing_features_v2,not retained
textstat,0.7.13,public API,count_arabic_syllables,non_english,excluded,outside language scope,none: outside English inventory,Non-English measure; outside the English v2 contract,https://pypi.org/project/textstat/0.7.13/,86,writing_features_v2,not retained
textstat,0.7.13,public API,count_faseeh,non_english,excluded,outside language scope,none: outside English inventory,Non-English measure; outside the English v2 contract,https://pypi.org/project/textstat/0.7.13/,87,writing_features_v2,not retained
textstat,0.7.13,public API,count_arabic_long_words,non_english,excluded,outside language scope,none: outside English inventory,Non-English measure; outside the English v2 contract,https://pypi.org/project/textstat/0.7.13/,88,writing_features_v2,not retained
