"test_id","backend","provider","model_id","mode","endpoint","request_profile","reasoning_mode","env_var","catalog_status","catalog_checked_on","catalog_url","package_version","test_date","started_at_utc","duration_seconds","status","status_code","parsed_winner","error","remote_id","remote_status"
"anthropic_haiku_4_5_live","anthropic","Anthropic","claude-haiku-4-5-20251001","live","messages","anthropic_standard","none","ANTHROPIC_API_KEY","current","2026-09-05","https://platform.claude.com/docs/en/models/overview","1.3.1","2026-09-05","2026-09-05 14:48:36 UTC",1.656951,"passed",200,"TRUE","","",""
"anthropic_haiku_4_5_thinking_live","anthropic","Anthropic","claude-haiku-4-5-20251001","live","messages","anthropic_thinking","enabled","ANTHROPIC_API_KEY","supplemental","2026-09-05","https://platform.claude.com/docs/en/models/overview","1.3.1","2026-09-05","2026-09-05 14:48:37 UTC",3.057246,"passed",200,"TRUE","","",""
"gemini_3_8_flash_live","gemini","Google","gemini-3.8-flash","live","generateContent","gemini_low","thinking_level=low","GEMINI_API_KEY","current","2026-09-05","https://ai.google.dev/gemini-api/docs/models","1.3.1","2026-09-05","2026-09-05 14:48:40 UTC",4.728988,"passed",200,"TRUE","","",""
"gemini_3_7_flash_live","gemini","Google","gemini-3.7-flash","live","generateContent","gemini_low","thinking_level=low","GEMINI_API_KEY","current","2026-09-05","https://ai.google.dev/gemini-api/docs/models","1.3.1","2026-09-05","2026-09-05 14:48:45 UTC",1.954827,"passed",200,"TRUE","","",""
"gemini_3_6_flash_live","gemini","Google","gemini-3.6-flash","live","generateContent","gemini_low","thinking_level=low","GEMINI_API_KEY","current","2026-09-05","https://ai.google.dev/gemini-api/docs/models","1.3.1","2026-09-05","2026-09-05 14:48:47 UTC",2.18136,"passed",200,"TRUE","","",""
"gemini_3_5_flash_live","gemini","Google","gemini-3.5-flash","live","generateContent","gemini_low","thinking_level=low","GEMINI_API_KEY","current","2026-09-05","https://ai.google.dev/gemini-api/docs/models","1.3.1","2026-09-05","2026-09-05 14:48:49 UTC",2.254484,"passed",200,"TRUE","","",""
"gemini_3_5_flash_lite_live","gemini","Google","gemini-3.5-flash-lite","live","generateContent","gemini_low","thinking_level=low","GEMINI_API_KEY","current","2026-09-05","https://ai.google.dev/gemini-api/docs/models","1.3.1","2026-09-05","2026-09-05 14:48:51 UTC",1.526316,"passed",200,"TRUE","","",""
"gemini_3_1_flash_lite_live","gemini","Google","gemini-3.1-flash-lite","live","generateContent","gemini_low","thinking_level=low","GEMINI_API_KEY","current","2026-09-05","https://ai.google.dev/gemini-api/docs/models","1.3.1","2026-09-05","2026-09-05 14:48:53 UTC",2.109403,"passed",200,"TRUE","","",""
"gemini_3_1_pro_preview_live","gemini","Google","gemini-3.1-pro-preview","live","generateContent","gemini_low","thinking_level=low","GEMINI_API_KEY","preview","2026-09-05","https://ai.google.dev/gemini-api/docs/models","1.3.1","2026-09-05","2026-09-05 14:48:55 UTC",3.684888,"passed",200,"TRUE","","",""
"gemini_3_flash_preview_live","gemini","Google","gemini-3-flash-preview","live","generateContent","gemini_low","thinking_level=low","GEMINI_API_KEY","preview","2026-09-05","https://ai.google.dev/gemini-api/docs/models","1.3.1","2026-09-05","2026-09-05 14:48:59 UTC",1.83967,"passed",200,"TRUE","","",""
"gemini_2_5_flash_live","gemini","Google","gemini-2.5-flash","live","generateContent","gemini_low","thinking_level=low","GEMINI_API_KEY","current","2026-09-05","https://ai.google.dev/gemini-api/docs/models","1.3.1","2026-09-05","2026-09-05 14:49:01 UTC",1.27795,"failed-error-row",400,"FALSE","[1m[22mHTTP 400 Bad Request. | body: {
  ""error"": {
    ""code"": 400,
    ""message"": ""Thinking level is not supported for this model."",
    ""status"": ""INVALID_ARGUMENT""
  }
}
","",""
"gemini_2_5_flash_lite_live","gemini","Google","gemini-2.5-flash-lite","live","generateContent","gemini_low","thinking_level=low","GEMINI_API_KEY","current","2026-09-05","https://ai.google.dev/gemini-api/docs/models","1.3.1","2026-09-05","2026-09-05 14:49:02 UTC",1.212592,"failed-error-row",400,"FALSE","[1m[22mHTTP 400 Bad Request. | body: {
  ""error"": {
    ""code"": 400,
    ""message"": ""Thinking level is not supported for this model."",
    ""status"": ""INVALID_ARGUMENT""
  }
}
","",""
"gemini_2_5_pro_live","gemini","Google","gemini-2.5-pro","live","generateContent","gemini_low","thinking_level=low","GEMINI_API_KEY","current","2026-09-05","https://ai.google.dev/gemini-api/docs/models","1.3.1","2026-09-05","2026-09-05 14:49:03 UTC",1.16804,"failed-error-row",400,"FALSE","[1m[22mHTTP 400 Bad Request. | body: {
  ""error"": {
    ""code"": 400,
    ""message"": ""Thinking level is not supported for this model."",
    ""status"": ""INVALID_ARGUMENT""
  }
}
","",""
"vertex_3_8_flash_live","vertex","Google","gemini-3.8-flash","live","generateContent","vertex_gemini3_low","thinking_level=low","VERTEX_API_KEY","current","2026-09-05","https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions","1.3.1","2026-09-05","2026-09-05 14:49:04 UTC",2.479732,"passed",200,"TRUE","","",""
"vertex_3_7_flash_live","vertex","Google","gemini-3.7-flash","live","generateContent","vertex_gemini3_low","thinking_level=low","VERTEX_API_KEY","current","2026-09-05","https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions","1.3.1","2026-09-05","2026-09-05 14:49:07 UTC",2.788584,"passed",200,"TRUE","","",""
"vertex_3_6_flash_live","vertex","Google","gemini-3.6-flash","live","generateContent","vertex_gemini3_low","thinking_level=low","VERTEX_API_KEY","current","2026-09-05","https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions","1.3.1","2026-09-05","2026-09-05 14:49:10 UTC",2.259538,"passed",200,"TRUE","","",""
"vertex_3_5_flash_live","vertex","Google","gemini-3.5-flash","live","generateContent","vertex_gemini3_low","thinking_level=low","VERTEX_API_KEY","current","2026-09-05","https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions","1.3.1","2026-09-05","2026-09-05 14:49:12 UTC",2.45641,"passed",200,"TRUE","","",""
"vertex_3_5_flash_lite_live","vertex","Google","gemini-3.5-flash-lite","live","generateContent","vertex_gemini3_low","thinking_level=low","VERTEX_API_KEY","current","2026-09-05","https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions","1.3.1","2026-09-05","2026-09-05 14:49:14 UTC",1.739794,"passed",200,"TRUE","","",""
"vertex_3_1_flash_lite_live","vertex","Google","gemini-3.1-flash-lite","live","generateContent","vertex_gemini3_low","thinking_level=low","VERTEX_API_KEY","current","2026-09-05","https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions","1.3.1","2026-09-05","2026-09-05 14:49:16 UTC",2.351379,"passed",200,"TRUE","","",""
"vertex_3_1_pro_preview_live","vertex","Google","gemini-3.1-pro-preview","live","generateContent","vertex_gemini3_low","thinking_level=low","VERTEX_API_KEY","preview","2026-09-05","https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions","1.3.1","2026-09-05","2026-09-05 14:49:18 UTC",3.684806,"passed",200,"TRUE","","",""
"vertex_3_flash_preview_live","vertex","Google","gemini-3-flash-preview","live","generateContent","vertex_gemini3_low","thinking_level=low","VERTEX_API_KEY","preview","2026-09-05","https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions","1.3.1","2026-09-05","2026-09-05 14:49:22 UTC",2.660828,"passed",200,"TRUE","","",""
"vertex_2_5_flash_live","vertex","Google","gemini-2.5-flash","live","generateContent","vertex_gemini25_no_thinking","thinking_budget=0","VERTEX_API_KEY","current","2026-09-05","https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions","1.3.1","2026-09-05","2026-09-05 14:49:25 UTC",11.672032,"passed",200,"TRUE","","",""
"vertex_2_5_flash_lite_live","vertex","Google","gemini-2.5-flash-lite","live","generateContent","vertex_gemini25_no_thinking","thinking_budget=0","VERTEX_API_KEY","current","2026-09-05","https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions","1.3.1","2026-09-05","2026-09-05 14:49:36 UTC",1.349318,"passed",200,"TRUE","","",""
"vertex_2_5_pro_live","vertex","Google","gemini-2.5-pro","live","generateContent","vertex_gemini25_no_thinking","thinking_budget=0","VERTEX_API_KEY","current","2026-09-05","https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions","1.3.1","2026-09-05","2026-09-05 14:49:38 UTC",1.182713,"failed-error-row",400,"FALSE","[1m[22mHTTP 400 Bad Request. | body: {
  ""error"": {
    ""code"": 400,
    ""message"": ""Unable to submit request because The model does not support setting thinking_budget to 0.. Learn more: https://cloud.google.com/vertex-ai/generative-ai/docs/model-reference/gemini"",
    ""status"": ""INVALID_ARGUMENT""
  }
}
","",""
"together_inkling_live","together","Together AI","thinkingmachines/Inkling","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:49:39 UTC",2.953769,"passed",200,"TRUE","","",""
"together_minimax_m3_live","together","Together AI","MiniMaxAI/MiniMax-M3","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:49:42 UTC",3.924958,"passed",200,"TRUE","","",""
"together_qwen_3_8_a95b_live","together","Together AI","Qwen/Qwen3.8-2.4T-A95B","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:49:46 UTC",3.061272,"failed-error-row",,"FALSE","Together.ai request error: [1m[22mHTTP 503 Service Unavailable.","",""
"together_qwen_3_7_max_live","together","Together AI","Qwen/Qwen3.7-Max","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:49:49 UTC",1.268091,"failed-error-row",,"FALSE","Together.ai request error: [1m[22mHTTP 400 Bad Request.","",""
"together_qwen_3_6_plus_live","together","Together AI","Qwen/Qwen3.6-Plus","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:49:50 UTC",1.229096,"failed-error-row",,"FALSE","Together.ai request error: [1m[22mHTTP 400 Bad Request.","",""
"together_qwen_3_5_9b_live","together","Together AI","Qwen/Qwen3.5-9B","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:49:51 UTC",6.227061,"passed",200,"TRUE","","",""
"together_kimi_k3_live","together","Together AI","moonshotai/Kimi-K3","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:49:58 UTC",2.949466,"passed",200,"TRUE","","",""
"together_glm_5_3_live","together","Together AI","zai-org/GLM-5.3","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:50:01 UTC",2.25236,"passed",200,"TRUE","","",""
"together_glm_5_3_flash_live","together","Together AI","zai-org/GLM-5.3-Flash","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:50:03 UTC",74.889214,"passed",200,"TRUE","","",""
"together_glm_5_2_live","together","Together AI","zai-org/GLM-5.2","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:51:18 UTC",1.906448,"passed",200,"TRUE","","",""
"together_gpt_oss_120b_live","together","Together AI","openai/gpt-oss-120b","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:51:20 UTC",2.456766,"passed",200,"TRUE","","",""
"together_deepseek_v4_flash_live","together","Together AI","deepseek-ai/DeepSeek-V4-Flash-0731","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:51:22 UTC",1.691487,"passed",200,"TRUE","","",""
"together_deepseek_v4_pro_live","together","Together AI","deepseek-ai/DeepSeek-V4-Pro-0813","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:51:24 UTC",1.991571,"passed",200,"TRUE","","",""
"together_llama_3_3_70b_live","together","Together AI","meta-llama/Llama-3.3-70B-Instruct-Turbo","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:51:26 UTC",3.479556,"passed",200,"TRUE","","",""
"together_qwen_3_7_plus_live","together","Together AI","Qwen/Qwen3.7-Plus","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:51:29 UTC",1.429921,"failed-error-row",,"FALSE","Together.ai request error: [1m[22mHTTP 400 Bad Request.","",""
"together_ternary_bonsai_live","together","Together AI","Prism-ML/Ternary-Bonsai-27B","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:51:31 UTC",5.734754,"passed",200,"TRUE","","",""
"together_muse_glimmer_live","together","Together AI","meta-models/Muse-Glimmer-30B","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:51:36 UTC",3.887755,"passed",200,"TRUE","","",""
"together_qwen_3_8_flash_live","together","Together AI","Qwen/Qwen3.8-Flash","live","chat.completions","together_standard","none","TOGETHER_API_KEY","current","2026-09-05","https://docs.together.ai/docs/serverless/models","1.3.1","2026-09-05","2026-09-05 14:51:40 UTC",1.254386,"failed-error-row",,"FALSE","Together.ai request error: [1m[22mHTTP 400 Bad Request.","",""
